OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length
4739,WOODLAND PARK AVE N,0.05296263,,,Neighborhood Greenway,0,NA,CITYWIDE,13661,597,,,"(47.660618173000046, -122.34456732099994)",279.6426612
4740,E ALDER ST,0.06097635,,,Neighborhood Greenway,0,NA,LOCAL,13787,417,,,"(47.60432792900008, -122.30373224299996)",321.9551024
4741,E HARRISON ST,0.05719215,,,Neighborhood Greenway,0,NA,CITYWIDE,14124,431,,,"(47.62247316400004, -122.29112416899994)",301.9744051
4742,S WALKER ST,0.06112841,,,"In Street, Minor Separation",0,NA,LOCAL,21459,191,,,"(47.58365477500007, -122.30164151699995)",322.757992
4743,SW ROXBURY ST,0.065938,,,"In Street, Major Separation",0,NA,CITYWIDE,22757,830,,,"(47.51732610100004, -122.34924393199998)",348.1526591
4744,SW ROXBURY ST,0.06439044,,,"In Street, Major Separation",0,NA,CITYWIDE,22773,829,,,"(47.517378816000075, -122.36728381699999)",339.9815363
4745,M L KING JR WR WAY S,0.03057506,,,"In Street, Major Separation",0,NA,CITYWIDE,164430,547,,,"(47.53260944500005, -122.28081089899996)",161.4363108
4746,NW 77TH ST,0.05000407,,,Neighborhood Greenway,0,NA,LOCAL,18872,334,,,"(47.68494935000007, -122.39084796599997)",264.021515
4747,S BANGOR ST,0.05315769,,,"In Street, Minor Separation",0,NA,LOCAL,19427,714,,,"(47.50611041700006, -122.25946136899995)",280.6726029
4748,SW 106TH ST,0.05913608,,,"In Street, Minor Separation",0,NA,LOCAL,21628,790,,,"(47.508190428000034, -122.37466954499996)",312.2385043
4749,SW ADMIRAL WAY,0.06012098,,,"In Street, Minor Separation",0,NA,LOCAL,21707,794,,,"(47.58120355600005, -122.39061668)",317.4387827
4750,SW SPOKANE ST,0.04409276,,,"In Street, Minor Separation",0,NA,LOCAL,22829,315,,,"(47.57225207400006, -122.40735644499995)",232.805565
4751,SW TRENTON ST,0.06163139,,,Neighborhood Greenway,0,NA,LOCAL,22933,258,,,"(47.52465215900003, -122.37663837499997)",325.4137563
4752,SAND POINT WAY NE,0.08333276,,,"In Street, Minor Separation",0,NA,LOCAL,12721,777,,,"(47.67428241700003, -122.26507670899997)",439.9917692
4753,WINONA AVE N,0.08559328,,,"In Street, Minor Separation",0,NA,LOCAL,13623,860,,,"(47.681803166000066, -122.34639057899994)",451.7703774
4754,N 63RD ST,0.01756926,,,Neighborhood Greenway,0,NA,LOCAL,15772,603,,,"(47.67445780800006, -122.33354005799998)",92.76568246
4755,N 85TH ST,0.02542721,,,"In Street, Major Separation",0,NA,LOCAL,15958,572,,,"(47.69054624200004, -122.34237319299996)",134.2556928
4756,NE 40 UPPER ST,0.04839139,,,"In Street, Minor Separation",0,NA,LOCAL,16748,323,,,"(47.65588798300007, -122.32189084899994)",255.5035387
4757,NE 65TH ST,0.05823227,,,"In Street, Major Separation",0,NA,CITYWIDE,17258,638,,,"(47.67586264400006, -122.32130097699996)",307.4488258
4758,NE 65TH ST,0.04135318,,,"In Street, Minor Separation",0,NA,LOCAL,17294,869,,,"(47.67578411100004, -122.28893653399996)",218.3447988
4759,NE 125TH ST,0.04363002,,,Neighborhood Greenway,0,NA,LOCAL,16509,621,,,"(47.71918942000008, -122.28592776399995)",230.3664862
4760,S ORCAS ST,0.1097541,,,"In Street, Minor Separation",0,NA,LOCAL,20983,762,,,"(47.55098571700006, -122.30059938899996)",579.5016406
4761,SW 98TH ST,0.12635491,,,Neighborhood Greenway,0,NA,LOCAL,21674,791,,,"(47.515614130000074, -122.37932729199997)",667.1539147
4762,SW ROXBURY ST,0.06418576,,,"In Street, Major Separation",0,NA,CITYWIDE,22772,829,,,"(47.51736320200007, -122.36591253899996)",338.9008073
4763,15TH AVE NE,0.01365208,,,"In Street, Minor Separation",0,NA,LOCAL,2041,136,,,"(47.670720833000075, -122.31189582599995)",72.08293244
4764,31ST AVE,0.05630662,,,Neighborhood Greenway,0,NA,LOCAL,4772,223,,,"(47.60846846100003, -122.29259435799997)",297.2989461
4765,NE 41ST ST,0.12858014,,,"In Street, Minor Separation",0,NA,LOCAL,16762,562,,,"(47.65842377100006, -122.28670817199998)",678.9031187
4766,NW 39TH ST,0.04940714,,,"In Street, Minor Separation",0,NA,LOCAL,18286,265,,,"(47.65414704600005, -122.35900469199998)",260.869683
4767,NW 50TH ST,0.12455552,,,Neighborhood Greenway,0,NA,LOCAL,18400,668,,,"(47.665049759000055, -122.37622023499995)",657.6531361
4768,NW 77TH ST,0.05092458,,,Neighborhood Greenway,0,NA,LOCAL,18863,334,,,"(47.68502307000006, -122.38107949099998)",268.8817847
4769,NW 90TH ST,0.0628617,,,Neighborhood Greenway,0,NA,CITYWIDE,19044,561,,,"(47.69425634500004, -122.36870993899998)",331.9097742
4770,SW ADMIRAL WAY,0.06090916,,,"In Street, Minor Separation",0,NA,LOCAL,21727,794,,,"(47.57588836600007, -122.40943664799994)",321.6003514
4771,SW HOLDEN ST,0.0627956,,,"In Street, Minor Separation",0,NA,LOCAL,22385,817,,,"(47.53340605900007, -122.37796079799995)",331.5607322
4772,LAKE WASHINGTON BLVD S,0.04349716,,,"In Street, Minor Separation",0,NA,LOCAL,163399,763,,,"(47.55152684500007, -122.25990280799999)",229.6650029
4773,S ORCAS ST,0.03671236,,,"In Street, Minor Separation",0,NA,LOCAL,164794,762,,,"(47.551159760000075, -122.28887374599998)",193.8412871
4774,UNION ST,0.06096106,,,"In Street, Major Separation",0,NA,CITYWIDE,13183,401,,,"(47.60968542100005, -122.33466559799996)",321.8744156
4775,E GALER ST,0.02672685,,,"In Street, Minor Separation",0,NA,LOCAL,14020,428,,,"(47.63233357000007, -122.31249676099998)",141.1177625
4776,E MADISON ST,0.04661791,,,"In Street, Minor Separation",0,NA,LOCAL,14372,436,,,"(47.63120521400003, -122.28478590999998)",246.142548
4777,N 39TH ST,0.03106288,,,"In Street, Minor Separation",0,NA,LOCAL,15384,265,,,"(47.654140263000045, -122.34990535299994)",164.0120035
4778,S ROXBURY ST,0.10120923,,,"In Street, Minor Separation",0,NA,LOCAL,21197,765,,,"(47.51684872800007, -122.26961113399994)",534.3847534
4779,SW CHARLESTOWN ST,0.06252413,,,"In Street, Minor Separation",0,NA,LOCAL,21978,804,,,"(47.570371281000064, -122.40148644599998)",330.1274279
4780,SW HENDERSON ST,0.05961654,,,"In Street, Minor Separation",0,NA,LOCAL,22291,812,,,"(47.52280971300007, -122.34672690899998)",314.7753162
4781,5TH AVE,0.08071564,,,"In Street, Minor Separation",0,NA,LOCAL,7239,317,,,"(47.61167201000006, -122.33648396599995)",426.1785483
4782,SEWARD PARK AVE S,0.06633813,,,"In Street, Minor Separation",0,NA,LOCAL,12800,781,,,"(47.54247204300003, -122.264565861)",350.130026
4783,UNION ST,0.06099754,,,"In Street, Major Separation",0,NA,CITYWIDE,13180,401,,,"(47.60829216500008, -122.33799535899999)",322.0670228
4784,WATERS AVE S,0.05008632,,,"In Street, Minor Separation",0,NA,LOCAL,13466,858,,,"(47.51845007700007, -122.26049354499997)",264.4557572
4785,NE 52ND ST,0.01981388,,,Neighborhood Greenway,0,NA,LOCAL,16991,284,,,"(47.66697012600008, -122.28119786499997)",104.617282
4786,SW WILDWOOD PL,0.04899695,,,"In Street, Minor Separation",0,NA,LOCAL,22992,394,,,"(47.520787032000044, -122.39022156799996)",258.70391
4787,GALER ST,0.02789222,,,Neighborhood Greenway,0,NA,LOCAL,10599,489,,,"(47.63230876200004, -122.35078983699998)",147.2708999
4788,N 100TH ST,0.04187396,,,Neighborhood Greenway,0,NA,CITYWIDE,14975,577,,,"(47.70140954300007, -122.33657001899996)",221.0945125
4789,SW ALASKA ST,0.05786207,,,"In Street, Major Separation",0,NA,CITYWIDE,21722,795,,,"(47.56106564100003, -122.37621588299999)",305.5117089
4790,1ST AVE NE,0.12704612,,,"In Street, Major Separation",0,NA,CITYWIDE,1099,161,,,"(47.708628720000036, -122.328634266)",670.7924441
4791,SEWARD PARK AVE S,0.01231052,,,"In Street, Minor Separation",0,NA,LOCAL,12797,780,,,"(47.54668144100003, -122.26162088099994)",64.99953873
4792,SW HOLDEN ST,0.06265237,,,"In Street, Minor Separation",0,NA,LOCAL,22378,818,,,"(47.533717859000035, -122.36981972699999)",330.8045385
4793,SW JACOBSEN RD,0.3335729,,,"In Street, Minor Separation",0,NA,LOCAL,22455,371,,,"(47.55753336500004, -122.39883156599996)",1760.111044
4794,M L KING JR WR WAY S,0.037645,,,"In Street, Major Separation",0,NA,CITYWIDE,352480,553,,,"(47.574570520000066, -122.29685926199994)",198.7656176
4795,12TH AVE NW,0.12652751,,,Neighborhood Greenway,0,NA,LOCAL,1629,119,,,"(47.683251194000036, -122.37147614899999)",668.0652741
4796,12TH AVE S,0.04049279,,,"In Street, Major Separation",0,NA,CITYWIDE,1652,121,,,"(47.60085285900004, -122.31696510399996)",213.8019511
4797,E HAMLIN ST,0.12273206,,,Neighborhood Greenway,0,NA,CITYWIDE,14097,199,,,"(47.64555665300003, -122.30461090299997)",648.0252835
4798,SW HOLLY ST,0.06088195,,,Neighborhood Greenway,0,NA,LOCAL,22419,280,,,"(47.543113980000044, -122.38871776999997)",321.456675
4799,M L KING JR WR WAY S,0.07010689,,,"In Street, Major Separation",0,NA,CITYWIDE,11530,552,,,"(47.56911747200007, -122.29698248799997)",370.1643617
4800,RAINIER AVE S,0.06407359,,,"In Street, Major Separation",0,NA,CITYWIDE,12365,693,,,"(47.57835004300006, -122.29815071399997)",338.3085437
4801,WOODLAWN AVE N,0.09944055,,,Neighborhood Greenway,0,NA,LOCAL,13694,570,,,"(47.673013842000046, -122.33506602199998)",525.0461104
4802,NE 135TH ST,0.05056515,,,Neighborhood Greenway,0,NA,LOCAL,16580,623,,,"(47.726642834000074, -122.31201225399997)",266.9748469
4803,S BANGOR ST,0.02129556,,,"In Street, Minor Separation",0,NA,LOCAL,19430,714,,,"(47.506184534000056, -122.25638571799999)",112.4405586
4804,1ST AVE NW,0.12547393,,,Neighborhood Greenway,0,NA,LOCAL,1172,166,,,"(47.71416977000007, -122.35820277199997)",662.5023372
4805,35TH AVE SW,0.06198135,,,"In Street, Minor Separation",0,NA,LOCAL,5493,251,,,"(47.50818911300007, -122.37593289499995)",327.2615052
4806,46TH AVE NE,0.12457018,,,Neighborhood Greenway,0,NA,LOCAL,6885,290,,,"(47.66129068600003, -122.27834050699994)",657.7305309
4807,DIAGONAL AVE S,0.08480809,,,"In Street, Major Separation",0,NA,CITYWIDE,10098,414,,,"(47.57237861300007, -122.32279023199999)",447.6587656
4808,GREENWOOD AVE N,0.02816744,,,Neighborhood Greenway,0,NA,LOCAL,10722,390,,,"(47.668702076000045, -122.35538204899996)",148.7241039
4809,RAINIER AVE S,0.07358865,,,"In Street, Major Separation",0,NA,CITYWIDE,12358,692,,,"(47.585497564000036, -122.30360480499996)",388.5480877
4810,4TH AVE N,0.05068681,,,"In Street, Minor Separation",0,NA,LOCAL,6170,300,,,"(47.64614702700004, -122.34974100999995)",267.618436
4811,8TH AVE NE,0.1252821,,,Neighborhood Greenway,0,NA,LOCAL,8359,342,,,"(47.71221594600007, -122.320645061)",661.4894812
4812,2ND AVE N,0.05874569,,,Neighborhood Greenway,0,NA,LOCAL,2790,217,,,"(47.638262370000064, -122.35315442599995)",310.1772481
4813,15TH AVE NE,0.09259932,,,"In Street, Major Separation",0,NA,CITYWIDE,2092,135,,,"(47.72530775600006, -122.31265586399996)",488.9244117
4814,16TH AVE E,0.05684279,,,Neighborhood Greenway,0,NA,CITYWIDE,2234,149,,,"(47.619676551000055, -122.31139729399996)",300.1299554
4815,35TH AVE NE,0.15478151,,,"In Street, Minor Separation",0,NA,LOCAL,5352,246,,,"(47.66263437400005, -122.29014574999997)",817.2462289
4816,1ST AVE NW,0.05047107,,,Neighborhood Greenway,0,NA,LOCAL,1150,678,,,"(47.685473771000034, -122.35797511499999)",266.4872511
4817,2ND AVE N,0.05872487,,,Neighborhood Greenway,0,NA,LOCAL,2785,217,,,"(47.63401248100007, -122.35320380099995)",310.0672915
4818,4TH AVE N,0.05872149,,,Neighborhood Greenway,0,NA,LOCAL,6161,299,,,"(47.63740766900003, -122.34951509399997)",310.0494632
4819,42ND AVE S,0.08659966,,,Neighborhood Greenway,0,NA,LOCAL,6537,279,,,"(47.56411194700007, -122.28075036599995)",457.2462133
4820,E MILLER ST,0.0491837,,,Neighborhood Greenway,0,NA,LOCAL,14507,480,,,"(47.64135501000004, -122.320058803)",259.689947
4821,NE 80TH ST,0.05022402,,,"In Street, Minor Separation",0,NA,LOCAL,17620,650,,,"(47.68667549300005, -122.30892449699996)",265.1828278
4822,6TH AVE N,0.10966564,,,"In Street, Minor Separation",0,NA,LOCAL,7911,157,,,"(47.64225352200003, -122.34597904199995)",578.7964874
4823,21ST AVE S,0.05681618,,,Neighborhood Greenway,0,NA,LOCAL,3186,172,,,"(47.57670920400005, -122.30537106299994)",299.989437
4824,1ST AVE NE,0.25185755,,,Neighborhood Greenway,0,NA,CITYWIDE,1088,163,,,"(47.69043951300006, -122.32838750199994)",1329.807855
4825,5TH AVE,0.05792221,,,"In Street, Major Separation",0,NA,CITYWIDE,7228,316,,,"(47.605126152000025, -122.33049384199995)",305.8292572
4826,14TH AVE S,0.10692578,,,Neighborhood Greenway,0,NA,LOCAL,1934,129,,,"(47.58102138800007, -122.31471173099999)",564.5681225
4827,18TH AVE E,0.04610196,,,Neighborhood Greenway,0,NA,LOCAL,2547,151,,,"(47.61900237700007, -122.308797003)",243.4183259
4828,40TH AVE E,0.06136965,,,Neighborhood Greenway,0,NA,CITYWIDE,6303,260,,,"(47.637210983000045, -122.28222953899996)",323.9285397
4829,40TH AVE NE,0.06445527,,,Neighborhood Greenway,0,NA,CITYWIDE,6344,655,,,"(47.702882799000065, -122.28542566699997)",340.3238206
4830,NE 125TH ST,0.06182774,,,"In Street, Major Separation",0,NA,CITYWIDE,16501,620,,,"(47.71927875100005, -122.295233054)",326.4504417
4831,N 53RD ST,0.07639882,,,Neighborhood Greenway,0,NA,LOCAL,15678,600,,,"(47.66708568300004, -122.34008542899994)",403.3202245
4832,3RD AVE NW,0.12556525,,,"In Street, Major Separation",0,NA,LOCAL,4486,264,,,"(47.69966960200003, -122.36072055299996)",662.9845158
4833,GREENWOOD AVE N,0.04687167,,,Neighborhood Greenway,0,NA,LOCAL,10724,390,,,"(47.66979508400004, -122.35537403299998)",247.4823914
4834,NE 65TH ST,0.03016511,,,"In Street, Minor Separation",0,NA,LOCAL,17307,872,,,"(47.67577964700007, -122.27687835199998)",159.2717618
4835,20TH AVE NE,0.12533519,,,"In Street, Minor Separation",0,NA,LOCAL,2973,168,,,"(47.679432475000056, -122.30660420299995)",661.7691263
4836,5TH AVE,0.05794655,,,"In Street, Minor Separation",0,NA,LOCAL,7232,317,,,"(47.607979458000045, -122.33310386999995)",305.9577716
4837,SW ADMIRAL WAY,0.03642537,,,"In Street, Minor Separation",0,NA,LOCAL,21712,794,,,"(47.57925637200003, -122.39650013499994)",192.3259322
4838,7TH AVE,0.01525147,,,"In Street, Major Separation",0,NA,LOCAL,166563,340,,,"(47.61798729600008, -122.34240881699998)",80.52774089
4839,S ORCAS ST,0.07718022,,,"In Street, Minor Separation",0,NA,LOCAL,21004,763,,,"(47.55110370700004, -122.26217325599998)",407.5115846
4840,13TH AVE S,0.04342979,,,"In Street, Minor Separation",0,NA,LOCAL,1808,124,,,"(47.54858799400006, -122.31597508399994)",229.3093046
4841,WATERS ER AVE S,0.05689232,,,"In Street, Minor Separation",0,NA,LOCAL,13475,859,,,"(47.51367560700004, -122.25420615299998)",300.3914255
4842,N 39TH ST,0.01161042,,,"In Street, Minor Separation",0,NA,LOCAL,15381,265,,,"(47.65414292500003, -122.35259614499995)",61.30299833
4843,NE 65TH ST,0.02167798,,,"In Street, Minor Separation",0,NA,LOCAL,17306,872,,,"(47.67578119600006, -122.27734295599998)",114.4597324
4844,SW GENESEE ST,0.06450107,,,"In Street, Minor Separation",0,NA,LOCAL,22225,809,,,"(47.56490553200007, -122.40152718999997)",340.565626
4845,LAKE WASHINGTON BLVD S,0.16696902,,,"In Street, Minor Separation",0,NA,LOCAL,11238,525,,,"(47.56740407900003, -122.26949500299997)",881.2688482
4846,35TH AVE SW,0.12376854,,,"In Street, Major Separation",0,NA,CITYWIDE,5482,249,,,"(47.52286108800007, -122.37669993899999)",653.4979134
4847,AIRPORT WAY S,0.02108442,,,"In Street, Major Separation",0,NA,CITYWIDE,8668,355,,,"(47.57980781200007, -122.32139775599995)",111.3257232
4848,S BANGOR ST,0.01449709,,,"In Street, Minor Separation",0,NA,LOCAL,19432,714,,,"(47.50622238900007, -122.25475911099994)",76.54466038
4849,15TH AVE NE,0.06284645,,,"In Street, Minor Separation",0,NA,LOCAL,2065,134,,,"(47.69397823700007, -122.31215472099996)",331.8292711
4850,EAST MARGINAL WAY S,0.1070517,,,"In Street, Major Separation",0,NA,CITYWIDE,14389,460,,,"(47.571328322000056, -122.33966750299999)",565.2316584
4851,NE 40TH ST,0.02210034,,,"In Street, Minor Separation",0,NA,LOCAL,16728,592,,,"(47.65553898400003, -122.32616692699997)",116.6898014
4852,SAND POINT WAY NE,0.12730261,,,"In Street, Minor Separation",0,NA,LOCAL,12732,775,,,"(47.69433285400004, -122.27506241999998)",672.0437391
4853,SW CHARLESTOWN ST,0.06235766,,,"In Street, Minor Separation",0,NA,LOCAL,21973,804,,,"(47.57030141300004, -122.39610115099998)",329.2484232
4854,ALASKAN WAY,0.05799941,,,"In Street, Major Separation",0,NA,CITYWIDE,8719,362,,,"(47.60306058300006, -122.33778754599996)",306.2368855
4855,LAKESIDE AVE S,0.04265114,,,"In Street, Minor Separation",0,NA,LOCAL,11266,531,,,"(47.59404905700006, -122.28783238499994)",225.1979846
4856,EASTLAKE AVE E,0.10228403,,,"In Street, Major Separation",0,NA,CITYWIDE,10175,467,,,"(47.63676649700005, -122.32589888799998)",540.059678
4857,ERSKINE WAY SW,0.02993151,,,"In Street, Minor Separation",0,NA,LOCAL,10250,470,,,"(47.557122553000056, -122.39002576399997)",158.0383713
4858,M L KING JR WR WAY S,0.06675917,,,"In Street, Major Separation",0,NA,CITYWIDE,11532,552,,,"(47.567244618000075, -122.29701763999998)",352.4201716
4859,15TH AVE NE,0.06279568,,,"In Street, Minor Separation",0,NA,LOCAL,2070,134,,,"(47.69852465900004, -122.31212177299994)",331.5611942
4860,SW CHARLESTOWN ST,0.06251592,,,"In Street, Minor Separation",0,NA,LOCAL,21968,804,,,"(47.57022739900003, -122.38944095)",330.0840784
4861,SW ROXBURY ST,0.09573516,,,"In Street, Major Separation",0,NA,CITYWIDE,22775,829,,,"(47.51742556700003, -122.37139799599998)",505.4816524
4862,2ND AVE W,0.06919698,,,"In Street, Minor Separation",0,NA,LOCAL,2904,854,,,"(47.62572404000008, -122.35931309799997)",365.360044
4863,15TH AVE NE,0.06294686,,,"In Street, Minor Separation",0,NA,LOCAL,2055,139,,,"(47.683045873000026, -122.31207927199995)",332.3594263
4864,SAND POINT WAY NE,0.07414359,,,"In Street, Minor Separation",0,NA,LOCAL,12710,778,,,"(47.66837353300008, -122.27738128799996)",391.419598
4865,15TH AVE NE,0.06283094,,,"In Street, Minor Separation",0,NA,LOCAL,2067,134,,,"(47.69579734300004, -122.31211623899998)",331.7473714
4866,NE 127TH ST,0.06454418,12/31/2015 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,16525,0,,,"(47.72112879200006, -122.30187379199998)",340.7932816
4867,BEACON ER AVE S,0.08276118,12/31/2007 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,269431,0,,,"(47.52384756600003, -122.28603636099996)",436.9667852
4868,MCGRAW ST,0.01736068,,,Neighborhood Greenway,0,NA,CITYWIDE,11730,158,,,"(47.63995091400005, -122.35350663399998)",91.66439151
4869,SW JUNEAU ST,0.06289927,,,Neighborhood Greenway,0,NA,LOCAL,22469,821,,,"(47.55020422000007, -122.38037026799998)",332.1081263
4870,CALIFORNIA AVE SW,0.04417526,12/31/2008 12:00:00 AM +0000,Sharrow,,0,MEETS,LOCAL,9544,0,,,"(47.57382122800004, -122.38676255599995)",233.2453884
4871,BROADWAY,0.08069327,12/31/2008 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,CITYWIDE,9449,0,,,"(47.61640331800004, -122.32081712299998)",426.0604731
4872,NW 122ND ST,0.06224556,,,Neighborhood Greenway,0,NA,LOCAL,18218,667,,,"(47.71786946600008, -122.37034481999996)",328.6565646
4873,14TH AVE E,0.07037001,,,Neighborhood Greenway,0,NA,LOCAL,1861,126,,,"(47.62425876800006, -122.31463539699996)",371.5536603
4874,28TH AVE E,0.05588218,,,Neighborhood Greenway,0,NA,LOCAL,4101,432,,,"(47.624359524000056, -122.29660797599996)",294.8529861
4875,42ND AVE SW,0.0642618,,,Neighborhood Greenway,0,NA,LOCAL,6593,280,,,"(47.57018581400007, -122.38555412899996)",339.3023128
4876,NW 127TH ST,0.06289717,,,Neighborhood Greenway,0,NA,LOCAL,18242,581,,,"(47.72150347400003, -122.37038590099996)",332.0970371
4877,42ND AVE SW,0.06815058,,,Neighborhood Greenway,0,NA,LOCAL,6585,857,,,"(47.58397905500004, -122.385044747)",359.8350461
4878,44TH AVE SW,0.0391664,,,Neighborhood Greenway,0,NA,LOCAL,6767,393,,,"(47.518644865000056, -122.390201349)",206.798573
4879,E ALDER ST,0.06281658,,,Neighborhood Greenway,0,NA,LOCAL,13788,417,,,"(47.60432696000004, -122.30242717099998)",331.671528
4880,N 100TH ST,0.12562207,,,Neighborhood Greenway,0,NA,CITYWIDE,14968,577,,,"(47.701429983000025, -122.34465107599999)",663.284529
4881,N 42ND ST,0.05574981,,,Neighborhood Greenway,0,NA,LOCAL,15474,410,,,"(47.65799078200007, -122.33741919999994)",294.358982
4882,S SPOKANE ST,0.0299371,,,Neighborhood Greenway,0,NA,CITYWIDE,21282,770,,,"(47.571614769000064, -122.31670411999994)",158.0678865
4883,1ST AVE NW,0.05046316,,,Neighborhood Greenway,0,NA,LOCAL,1148,678,,,"(47.68401273100005, -122.35797542199998)",266.4454859
4884,6TH AVE NW,0.10094501,,,Neighborhood Greenway,0,NA,LOCAL,7942,330,,,"(47.670886729000074, -122.36401226099997)",532.989661
